Year,Month,Day,Hour,Min,Sec,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2001,03,05,19,09,00,-17.2,3.9,-0.8,-17.1,4.2,-0.8
2001,03,05,19,10,00,-17.1,3.9,-0.8,-17.1,4.2,-0.8
2001,03,05,19,11,00,-17.1,3.9,-0.8,-17.0,4.2,-0.8
2001,03,05,19,12,00,-17.1,3.9,-0.8,-17.0,4.2,-0.8
2001,03,05,19,13,00,-17.0,3.9,-0.8,-17.0,4.2,-0.8
2001,03,05,19,14,00,-17.0,3.9,-0.8,-16.9,4.2,-0.8
2001,03,05,19,15,00,-17.0,4.0,-0.8,-16.9,4.2,-0.8
2001,03,05,19,16,00,-16.9,4.0,-0.8,-16.9,4.2,-0.8
2001,03,05,19,17,00,-16.9,3.0,-0.8,-16.8,3.2,-0.8
2001,03,05,19,18,00,-15.8,3.0,-0.8,-15.8,3.3,-0.8
2001,03,05,19,19,00,-15.8,3.0,-0.8,-15.8,3.3,-0.8
2001,03,05,19,20,00,-15.8,3.0,-0.8,-15.7,3.3,-0.8
2001,03,05,19,21,00,-15.7,3.0,-0.8,-15.7,3.3,-0.8
2001,03,05,19,22,00,-15.7,3.0,-0.8,-15.7,3.3,-0.8
2001,03,05,19,23,00,-15.7,3.0,-0.8,-15.6,3.3,-0.8
2001,03,05,19,24,00,-16.7,3.0,-1.7,-16.6,3.3,-1.7
2001,03,05,19,25,00,-17.6,3.0,-0.7,-17.6,3.3,-0.7
2001,03,05,19,26,00,-17.6,3.0,-0.7,-17.5,3.3,-0.7
2001,03,05,19,27,00,-18.6,4.0,-0.7,-18.5,4.3,-0.7
2001,03,05,19,28,00,-18.5,4.1,-0.7,-18.5,4.3,-0.7
2001,03,05,19,29,00,-17.5,3.1,-0.7,-17.5,3.4,-0.7
2001,03,05,19,30,00,-16.5,3.1,-0.7,-16.4,3.4,-0.7
2001,03,05,19,31,00,-15.5,3.2,-0.7,-15.4,3.4,-0.7
2001,03,05,19,32,00,-15.4,3.2,-0.7,-15.4,3.4,-0.7
2001,03,05,19,33,00,-15.4,3.2,-0.7,-15.3,3.4,-0.7
2001,03,05,19,34,00,-15.4,3.2,-0.7,-15.3,3.5,-0.7
2001,03,05,19,35,00,-15.3,3.2,-0.7,-15.3,3.5,-0.7
2001,03,05,19,36,00,-15.3,3.2,-0.7,-15.3,3.5,-0.7
2001,03,05,19,37,00,-15.3,3.3,-0.7,-15.2,3.5,-0.7
2001,03,05,19,38,00,-15.3,3.3,-0.7,-15.2,3.5,-0.7
2001,03,05,19,39,00,-15.3,3.3,-0.7,-15.2,3.6,-0.7
2001,03,05,19,40,00,-15.2,3.3,-0.7,-15.2,3.6,-0.7
2001,03,05,19,41,00,-15.2,3.4,-0.7,-15.1,3.6,-0.7
2001,03,05,19,42,00,-14.2,3.4,-0.7,-14.1,3.6,-0.7
2001,03,05,19,43,00,-15.2,3.4,-1.7,-15.1,3.6,-1.7
2001,03,05,19,44,00,-15.1,3.4,-1.7,-15.1,3.7,-1.7
2001,03,05,19,45,00,-15.1,3.4,-1.7,-15.1,3.7,-1.7
2001,03,05,19,46,00,-16.1,3.5,-1.7,-16.0,3.7,-1.7
2001,03,05,19,47,00,-16.1,3.5,-1.7,-16.0,3.7,-1.7
2001,03,05,19,48,00,-17.1,4.5,-1.7,-17.0,4.8,-1.7
2001,03,05,19,49,00,-17.1,4.5,-1.7,-17.0,4.8,-1.7
2001,03,05,19,50,00,-17.0,3.5,-1.7,-17.0,3.8,-1.7
2001,03,05,19,51,00,-17.0,3.6,-1.7,-16.9,3.8,-1.7
2001,03,05,19,52,00,-17.0,3.6,-1.7,-16.9,3.9,-1.7
2001,03,05,19,53,00,-17.0,3.6,-1.7,-16.9,3.9,-1.7
2001,03,05,19,54,00,-16.9,3.6,-1.7,-16.9,3.9,-1.7
2001,03,05,19,55,00,-16.9,3.7,-1.7,-16.9,3.9,-1.7
2001,03,05,19,56,00,-16.9,3.7,-1.7,-16.9,4.0,-1.7
2001,03,05,19,57,00,-16.9,3.7,-1.7,-16.8,4.0,-1.7
2001,03,05,19,58,00,-17.9,3.7,-1.7,-17.8,4.0,-1.7
2001,03,05,19,59,00,-17.9,3.8,-1.7,-17.8,4.0,-1.7
2001,03,05,20,00,00,-16.9,3.8,-1.7,-16.8,4.1,-1.7
2001,03,05,20,01,00,-16.8,3.8,-1.7,-16.8,4.1,-1.7
2001,03,05,20,02,00,-16.8,3.9,-1.7,-16.8,4.1,-1.7
2001,03,05,20,03,00,-16.8,3.9,-1.7,-16.7,4.1,-1.7
2001,03,05,20,04,00,-17.8,3.9,-1.7,-17.7,4.2,-1.7
2001,03,05,20,05,00,-17.8,3.9,-1.8,-17.7,4.2,-1.8
2001,03,05,20,06,00,-18.8,3.9,-1.8,-18.7,4.2,-1.8
2001,03,05,20,07,00,-19.8,3.9,-1.8,-19.7,4.3,-1.8
2001,03,05,20,08,00,-18.7,4.0,-1.8,-18.7,4.3,-1.8
2001,03,05,20,09,00,-17.7,4.0,-0.8,-17.7,4.3,-0.8
2001,03,05,20,10,00,-16.7,4.1,-1.8,-16.6,4.3,-1.8
2001,03,05,20,11,00,-16.7,4.1,-1.8,-16.6,4.4,-1.8
2001,03,05,20,12,00,-15.7,3.2,-1.8,-15.6,3.4,-1.8
2001,03,05,20,13,00,-15.7,3.2,-1.8,-15.6,3.4,-1.8
2001,03,05,20,14,00,-14.7,3.2,-1.8,-14.6,3.5,-1.8
2001,03,05,20,15,00,-15.7,4.2,-1.8,-15.6,4.5,-1.8
2001,03,05,20,16,00,-15.7,4.3,-1.8,-15.6,4.5,-1.8
2001,03,05,20,17,00,-15.6,4.3,-1.8,-15.6,4.6,-1.8
2001,03,05,20,18,00,-16.6,4.3,-1.8,-16.6,4.6,-1.8
2001,03,05,20,19,00,-16.6,4.3,-1.8,-16.6,4.6,-1.8
2001,03,05,20,20,00,-16.6,4.4,-1.8,-16.5,4.6,-1.8
2001,03,05,20,21,00,-16.6,4.4,-0.8,-16.5,4.7,-0.8
2001,03,05,20,22,00,-16.6,4.4,-0.8,-16.5,4.7,-0.8
2001,03,05,20,23,00,-16.6,5.5,-0.8,-16.5,5.7,-0.8
2001,03,05,20,24,00,-16.6,5.5,-0.8,-16.5,5.8,-0.8
2001,03,05,20,25,00,-17.6,5.5,-0.9,-17.5,5.8,-0.9
2001,03,05,20,26,00,-17.6,5.5,-0.9,-17.5,5.8,-0.9
2001,03,05,20,27,00,-18.6,5.6,-0.9,-18.5,5.8,-0.9
2001,03,05,20,28,00,-18.6,5.6,-0.9,-18.5,5.9,-0.9
2001,03,05,20,29,00,-18.6,5.6,-0.9,-18.5,5.9,-0.9
2001,03,05,20,30,00,-18.6,5.6,-0.9,-18.5,5.9,-0.9
2001,03,05,20,31,00,-18.6,5.7,-0.9,-18.5,6.0,-0.9
2001,03,05,20,32,00,-17.6,5.7,-0.9,-17.5,6.0,-0.9
2001,03,05,20,33,00,-17.6,5.7,-0.9,-17.5,6.0,-0.9
2001,03,05,20,34,00,-17.6,5.8,-1.9,-17.5,6.0,-1.9
2001,03,05,20,35,00,-18.5,5.8,-1.9,-18.5,6.1,-1.9
2001,03,05,20,36,00,-18.5,5.8,-1.9,-18.5,6.1,-1.9
2001,03,05,20,37,00,-18.5,5.8,-1.9,-18.4,6.1,-1.9
2001,03,05,20,38,00,-18.5,5.9,-1.9,-18.4,6.1,-1.9
2001,03,05,20,39,00,-19.5,5.9,-1.9,-19.4,6.2,-1.9
2001,03,05,20,40,00,-19.5,5.9,-1.9,-19.4,6.2,-1.9
2001,03,05,20,41,00,-20.5,5.9,-1.9,-20.4,6.2,-1.9
2001,03,05,20,42,00,-20.5,5.9,-1.9,-20.4,6.2,-1.9
2001,03,05,20,43,00,-21.5,5.9,-1.0,-21.4,6.3,-1.0
2001,03,05,20,44,00,-21.5,6.0,-2.0,-21.4,6.3,-2.0
2001,03,05,20,45,00,-21.5,5.0,-1.0,-21.4,5.3,-1.0
2001,03,05,20,46,00,-20.5,5.0,-1.0,-20.4,5.4,-1.0
2001,03,05,20,47,00,-19.5,5.1,-1.0,-19.4,5.4,-1.0
2001,03,05,20,48,00,-18.5,5.1,-2.0,-18.4,5.4,-2.0
2001,03,05,20,49,00,-18.5,5.1,-2.0,-18.4,5.4,-2.0
2001,03,05,20,50,00,-18.5,5.2,-2.0,-18.4,5.5,-2.0
2001,03,05,20,51,00,-18.5,5.2,-2.0,-18.4,5.5,-2.0
2001,03,05,20,52,00,-19.5,5.2,-2.0,-19.4,5.5,-2.0
2001,03,05,20,53,00,-19.5,5.2,-2.0,-19.4,5.5,-2.0
2001,03,05,20,54,00,-20.5,5.2,-2.0,-20.4,5.5,-2.0
2001,03,05,20,55,00,-20.6,6.2,-2.0,-20.4,6.6,-2.0
2001,03,05,20,56,00,-20.6,6.3,-2.0,-20.5,6.6,-2.0
2001,03,05,20,57,00,-20.6,6.3,-1.0,-20.5,6.6,-1.0
2001,03,05,20,58,00,-20.6,6.3,-2.0,-20.5,6.6,-2.0
2001,03,05,20,59,00,-21.6,6.3,-1.0,-21.5,6.6,-1.0
2001,03,05,21,00,00,-21.6,6.3,-2.0,-21.5,6.7,-2.0
2001,03,05,21,01,00,-21.6,6.3,-2.0,-21.5,6.7,-2.0
2001,03,05,21,02,00,-21.6,6.4,-2.0,-21.5,6.7,-2.0
2001,03,05,21,03,00,-20.6,6.4,-2.1,-20.5,6.7,-2.1
2001,03,05,21,04,00,-20.6,6.4,-2.1,-20.5,6.7,-2.1
2001,03,05,21,05,00,-20.6,5.4,-2.1,-20.5,5.8,-2.1
2001,03,05,21,06,00,-20.6,5.5,-2.1,-20.5,5.8,-2.1
2001,03,05,21,07,00,-20.6,5.5,-2.1,-20.5,5.8,-2.1
2001,03,05,21,08,00,-20.6,5.5,-2.1,-20.5,5.8,-2.1
2001,03,05,21,09,00,-21.6,5.5,-2.1,-21.5,5.8,-2.1
2001,03,05,21,10,00,-21.6,5.5,-2.1,-21.5,5.9,-2.1
2001,03,05,21,11,00,-21.6,5.5,-2.1,-21.5,5.9,-2.1
2001,03,05,21,12,00,-22.6,5.5,-2.1,-22.5,5.9,-2.1
2001,03,05,21,13,00,-21.6,5.6,-2.1,-21.5,5.9,-2.1
2001,03,05,21,14,00,-21.6,5.6,-2.1,-21.5,5.9,-2.1
2001,03,05,21,15,00,-21.6,4.6,-2.1,-21.5,4.9,-2.1
2001,03,05,21,16,00,-20.6,4.6,-2.1,-20.5,5.0,-2.1
2001,03,05,21,17,00,-20.6,4.6,-2.1,-20.5,5.0,-2.1
2001,03,05,21,18,00,-20.6,4.7,-2.1,-20.5,5.0,-2.1
2001,03,05,21,19,00,-20.6,4.7,-2.1,-20.6,5.0,-2.1
2001,03,05,21,20,00,-20.6,4.7,-2.1,-20.6,5.0,-2.1
2001,03,05,21,21,00,-20.6,4.7,-2.1,-20.6,5.0,-2.1
2001,03,05,21,22,00,-20.7,4.7,-2.1,-20.6,5.1,-2.1
2001,03,05,21,23,00,-20.7,4.7,-2.1,-20.6,5.1,-2.1
2001,03,05,21,24,00,-19.7,4.8,-2.1,-19.6,5.1,-2.1
2001,03,05,21,25,00,-20.7,4.8,-2.1,-20.6,5.1,-2.1
2001,03,05,21,26,00,-19.7,4.8,-2.1,-19.6,5.1,-2.1
2001,03,05,21,27,00,-19.7,4.8,-2.1,-19.6,5.1,-2.1
2001,03,05,21,28,00,-18.7,4.8,-2.1,-18.6,5.1,-2.1
2001,03,05,21,29,00,-18.7,4.9,-2.1,-18.6,5.2,-2.1
2001,03,05,21,30,00,-19.7,4.9,-2.1,-19.6,5.2,-2.1
2001,03,05,21,31,00,-19.7,4.9,-2.1,-19.6,5.2,-2.1
2001,03,05,21,32,00,-18.7,4.9,-2.1,-18.7,5.2,-2.1
2001,03,05,21,33,00,-18.7,4.9,-2.1,-18.7,5.2,-2.1
2001,03,05,21,34,00,-19.8,4.9,-2.1,-19.7,5.2,-2.1
2001,03,05,21,35,00,-19.8,4.9,-2.1,-19.7,5.2,-2.1
2001,03,05,21,36,00,-19.8,4.9,-2.1,-19.7,5.2,-2.1
2001,03,05,21,37,00,-19.8,4.9,-2.1,-19.7,5.3,-2.1
2001,03,05,21,38,00,-19.8,4.9,-2.1,-19.7,5.3,-2.1
2001,03,05,21,39,00,-19.8,5.0,-2.1,-19.7,5.3,-2.1
2001,03,05,21,40,00,-19.8,5.0,-2.1,-19.7,5.3,-2.1
2001,03,05,21,41,00,-19.8,5.0,-2.1,-19.7,5.3,-2.1
2001,03,05,21,42,00,-18.8,5.0,-2.1,-18.7,5.3,-2.1
2001,03,05,21,43,00,-19.8,5.0,-2.1,-19.8,5.3,-2.1
2001,03,05,21,44,00,-19.9,5.0,-2.1,-19.8,5.3,-2.1
2001,03,05,21,45,00,-20.9,5.0,-2.1,-20.8,5.3,-2.1
2001,03,05,21,46,00,-20.9,5.0,-2.1,-20.8,5.3,-2.1
2001,03,05,21,47,00,-20.9,5.0,-2.0,-20.8,5.4,-2.0
2001,03,05,21,48,00,-20.9,5.0,-2.0,-20.8,5.4,-2.0
2001,03,05,21,49,00,-20.9,5.0,-1.0,-20.8,5.4,-1.0
2001,03,05,21,50,00,-20.9,5.0,-1.0,-20.8,5.4,-1.0
2001,03,05,21,51,00,-20.9,5.1,-1.0,-20.8,5.4,-1.0
2001,03,05,21,52,00,-20.9,5.1,-2.0,-20.9,5.4,-2.0
2001,03,05,21,53,00,-19.9,5.1,-2.0,-19.9,5.4,-2.0
2001,03,05,21,54,00,-21.0,5.1,-1.0,-20.9,5.4,-1.0
2001,03,05,21,55,00,-21.0,5.1,-1.0,-20.9,5.4,-1.0
2001,03,05,21,56,00,-21.0,5.1,-1.0,-20.9,5.4,-1.0
2001,03,05,21,57,00,-21.0,5.1,-1.0,-20.9,5.4,-1.0
2001,03,05,21,58,00,-21.0,5.1,-1.0,-20.9,5.4,-1.0
2001,03,05,21,59,00,-21.0,5.1,-1.0,-20.9,5.5,-1.0
2001,03,05,22,00,00,-21.0,5.1,-1.0,-20.9,5.5,-1.0
2001,03,05,22,01,00,-20.0,5.2,-1.0,-19.9,5.5,-1.0
2001,03,05,22,02,00,-20.0,5.2,-1.0,-20.0,5.5,-1.0
2001,03,05,22,03,00,-20.0,5.2,-1.0,-20.0,5.5,-1.0
2001,03,05,22,04,00,-20.1,5.2,-1.0,-20.0,5.5,-1.0
2001,03,05,22,05,00,-20.1,5.2,-0.9,-20.0,5.5,-0.9
2001,03,05,22,06,00,-20.1,5.2,-0.9,-20.0,5.5,-0.9
2001,03,05,22,07,00,-20.1,5.2,-0.9,-20.0,5.5,-0.9
2001,03,05,22,08,00,-20.1,5.2,-0.9,-20.0,5.5,-0.9
2001,03,05,22,09,00,-20.1,5.2,-0.9,-20.0,5.5,-0.9
2001,03,05,22,10,00,-20.1,5.2,-0.9,-20.0,5.6,-0.9
2001,03,05,22,11,00,-20.1,5.2,-0.9,-20.0,5.6,-0.9
2001,03,05,22,12,00,-20.1,5.2,-0.9,-20.0,5.6,-0.9
2001,03,05,22,13,00,-20.1,5.3,-0.9,-20.0,5.6,-0.9
2001,03,05,22,14,00,-20.1,5.3,-0.9,-20.1,5.6,-0.9
2001,03,05,22,15,00,-21.2,5.3,-0.9,-21.1,5.6,-0.9
2001,03,05,22,16,00,-21.2,5.3,-0.9,-21.1,5.6,-0.9
2001,03,05,22,17,00,-20.2,5.3,-0.8,-20.1,5.6,-0.8
2001,03,05,22,18,00,-20.2,5.3,-0.8,-20.1,5.6,-0.8
2001,03,05,22,19,00,-20.2,5.3,-0.8,-20.1,5.6,-0.8
2001,03,05,22,20,00,-20.2,5.3,-0.8,-20.1,5.6,-0.8
2001,03,05,22,21,00,-20.2,5.3,-0.8,-20.1,5.6,-0.8
2001,03,05,22,22,00,-20.2,5.3,-0.8,-20.1,5.6,-0.8
2001,03,05,22,23,00,-20.2,5.3,-0.8,-20.1,5.7,-0.8
2001,03,05,22,24,00,-21.2,5.3,-0.8,-21.1,5.7,-0.8
2001,03,05,22,25,00,-21.2,5.3,-0.8,-21.1,5.7,-0.8
2001,03,05,22,26,00,-21.2,5.3,-0.8,-21.2,5.7,-0.8
2001,03,05,22,27,00,-20.3,5.4,-0.8,-20.2,5.7,-0.8
2001,03,05,22,28,00,-21.3,5.4,-0.8,-21.2,5.7,-0.8
2001,03,05,22,29,00,-21.3,5.3,-0.7,-21.2,5.7,-0.7
2001,03,05,22,30,00,-23.3,6.3,-1.7,-23.2,6.7,-1.7
2001,03,05,22,31,00,-25.3,6.3,-0.7,-25.2,6.7,-0.7
2001,03,05,22,32,00,-27.3,6.3,-0.7,-27.2,6.7,-0.7
2001,03,05,22,33,00,-27.3,6.3,-0.7,-27.2,6.7,-0.7
2001,03,05,22,34,00,-27.3,6.3,-0.7,-27.2,6.7,-0.7
2001,03,05,22,35,00,-27.3,6.3,-0.7,-27.2,6.7,-0.7
2001,03,05,22,36,00,-26.3,6.3,-0.7,-26.2,6.7,-0.7
2001,03,05,22,37,00,-25.3,6.4,-0.7,-25.2,6.8,-0.7
2001,03,05,22,38,00,-25.3,6.4,-0.7,-25.2,6.8,-0.7
2001,03,05,22,39,00,-24.3,5.4,-0.7,-24.3,5.8,-0.7
2001,03,05,22,40,00,-24.3,5.4,-0.6,-24.3,5.8,-0.6
2001,03,05,22,41,00,-24.4,5.4,-0.6,-24.3,5.8,-0.6
2001,03,05,22,42,00,-24.4,5.4,-0.6,-24.3,5.8,-0.6
2001,03,05,22,43,00,-24.4,5.4,-0.6,-24.3,5.8,-0.6
2001,03,05,22,44,00,-24.4,5.4,-1.6,-24.3,5.8,-1.6
2001,03,05,22,45,00,-25.4,5.4,-1.6,-25.3,5.8,-1.6
2001,03,05,22,46,00,-24.4,5.4,-1.6,-24.3,5.8,-1.6
2001,03,05,22,47,00,-24.4,5.5,-1.6,-24.3,5.8,-1.6
2001,03,05,22,48,00,-24.4,5.5,-0.6,-24.3,5.9,-0.6
2001,03,05,22,49,00,-24.4,5.5,-1.6,-24.3,5.9,-1.6
2001,03,05,22,50,00,-24.4,5.5,-1.5,-24.3,5.9,-1.5
2001,03,05,22,51,00,-24.4,5.5,-1.5,-24.3,5.9,-1.5
2001,03,05,22,52,00,-24.4,5.5,-1.5,-24.3,5.9,-1.5
2001,03,05,22,53,00,-24.4,5.5,-1.5,-24.3,5.9,-1.5
2001,03,05,22,54,00,-24.4,5.5,-1.5,-24.3,5.9,-1.5
2001,03,05,22,55,00,-23.4,5.6,-1.5,-23.3,5.9,-1.5
2001,03,05,22,56,00,-23.4,5.6,-1.5,-23.4,5.9,-1.5
2001,03,05,22,57,00,-23.4,5.6,-1.5,-23.4,5.9,-1.5
2001,03,05,22,58,00,-23.5,5.6,-1.5,-23.4,6.0,-1.5
2001,03,05,22,59,00,-23.5,5.6,-1.5,-23.4,6.0,-1.5
2001,03,05,23,00,00,-23.5,5.6,-1.5,-23.4,6.0,-1.5
2001,03,05,23,01,00,-23.5,5.6,-1.4,-23.4,6.0,-1.4
2001,03,05,23,02,00,-23.5,5.6,-1.4,-23.4,6.0,-1.4
2001,03,05,23,03,00,-23.5,5.6,-1.4,-23.4,6.0,-1.4
2001,03,05,23,04,00,-23.5,5.6,-1.4,-23.4,6.0,-1.4
2001,03,05,23,05,00,-23.5,5.7,-1.4,-23.4,6.0,-1.4
2001,03,05,23,06,00,-23.5,5.7,-1.4,-23.4,6.0,-1.4
2001,03,05,23,07,00,-23.5,5.7,-1.4,-23.4,6.1,-1.4
2001,03,05,23,08,00,-23.5,5.7,-1.4,-23.4,6.1,-1.4
2001,03,05,23,09,00,-23.5,5.7,-1.4,-23.4,6.1,-1.4
2001,03,05,23,10,00,-23.5,5.7,-1.4,-23.4,6.1,-1.4
2001,03,05,23,11,00,-23.5,5.7,-1.4,-23.4,6.1,-1.4
2001,03,05,23,12,00,-23.5,5.7,-1.3,-23.4,6.1,-1.3
2001,03,05,23,13,00,-23.5,5.8,-1.3,-23.4,6.1,-1.3
2001,03,05,23,14,00,-23.5,5.8,-1.3,-23.4,6.1,-1.3
2001,03,05,23,15,00,-24.5,5.8,-1.3,-24.4,6.2,-1.3
2001,03,05,23,16,00,-24.5,5.8,-1.3,-24.4,6.2,-1.3
2001,03,05,23,17,00,-23.5,5.8,-1.3,-23.4,6.2,-1.3
2001,03,05,23,18,00,-23.5,5.8,-1.3,-23.4,6.2,-1.3
2001,03,05,23,19,00,-22.5,5.8,-1.3,-22.4,6.2,-1.3
2001,03,05,23,20,00,-22.5,5.9,-1.3,-22.4,6.2,-1.3
2001,03,05,23,21,00,-22.5,5.9,-1.3,-22.4,6.2,-1.3
2001,03,05,23,22,00,-22.5,5.9,-1.3,-22.4,6.2,-1.3
2001,03,05,23,23,00,-22.5,5.9,-1.3,-22.5,6.3,-1.3
2001,03,05,23,24,00,-21.6,5.9,-1.2,-21.5,6.3,-1.2
2001,03,05,23,25,00,-21.6,5.9,-1.2,-21.5,6.3,-1.2
2001,03,05,23,26,00,-21.6,6.0,-1.2,-21.5,6.3,-1.2
2001,03,05,23,27,00,-22.6,6.0,-1.2,-22.5,6.3,-1.2
2001,03,05,23,28,00,-22.6,6.0,-1.2,-22.5,6.3,-1.2
2001,03,05,23,29,00,-22.6,6.0,-1.2,-22.5,6.3,-1.2
2001,03,05,23,30,00,-22.6,6.0,-1.2,-22.5,6.4,-1.2
2001,03,05,23,31,00,-22.6,6.0,-1.2,-22.5,6.4,-1.2
2001,03,05,23,32,00,-22.6,6.0,-1.2,-22.5,6.4,-1.2
2001,03,05,23,33,00,-22.6,6.0,-1.2,-22.5,6.4,-1.2
2001,03,05,23,34,00,-23.6,5.0,-1.2,-23.5,5.4,-1.2
2001,03,05,23,35,00,-23.6,5.0,-1.2,-23.5,5.4,-1.2
2001,03,05,23,36,00,-23.6,5.1,-1.1,-23.5,5.4,-1.1
2001,03,05,23,37,00,-23.6,5.1,-1.1,-23.5,5.5,-1.1
2001,03,05,23,38,00,-23.6,5.1,-1.1,-23.5,5.5,-1.1
2001,03,05,23,39,00,-24.6,5.1,-1.1,-24.5,5.5,-1.1
2001,03,05,23,40,00,-23.6,5.1,-1.1,-23.5,5.5,-1.1
2001,03,05,23,41,00,-23.6,5.1,-1.1,-23.5,5.5,-1.1
2001,03,05,23,42,00,-23.6,5.2,-1.1,-23.5,5.5,-1.1
2001,03,05,23,43,00,-23.6,5.2,-1.1,-23.5,5.5,-1.1
2001,03,05,23,44,00,-23.6,5.2,-1.1,-23.5,5.6,-1.1
2001,03,05,23,45,00,-23.6,5.2,-1.1,-23.6,5.6,-1.1
2001,03,05,23,46,00,-23.6,5.2,-1.1,-23.6,5.6,-1.1
2001,03,05,23,47,00,-23.7,5.2,-1.1,-23.6,5.6,-1.1
2001,03,05,23,48,00,-23.7,6.2,-1.1,-23.6,6.6,-1.1
2001,03,05,23,49,00,-22.7,5.3,-1.0,-22.6,5.6,-1.0
2001,03,05,23,50,00,-22.7,5.3,-1.0,-22.6,5.6,-1.0
2001,03,05,23,51,00,-21.7,5.3,-2.0,-21.6,5.7,-2.0
2001,03,05,23,52,00,-21.7,5.3,-2.0,-21.6,5.7,-2.0
2001,03,05,23,53,00,-21.7,5.4,-2.0,-21.6,5.7,-2.0
2001,03,05,23,54,00,-21.7,6.4,-1.0,-21.6,6.7,-1.0
2001,03,05,23,55,00,-22.7,6.4,-1.0,-22.6,6.7,-1.0
2001,03,05,23,56,00,-22.7,6.4,-1.0,-22.6,6.7,-1.0
2001,03,05,23,57,00,-23.7,6.4,-1.0,-23.6,6.8,-1.0
2001,03,05,23,58,00,-23.7,5.4,-1.0,-23.6,5.8,-1.0
2001,03,05,23,59,00,-23.7,5.4,-2.0,-23.6,5.8,-2.0
